Class,"_defaultColorIndex","id",Model,PA
"Class 2","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.8668468594551086"
"Class 3","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.2436477243900299"
"Class 4","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.2593939006328583"
"Class 5","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.43364113569259644"
"Class 6","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.49569904804229736"
"Class 7","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.3440934419631958"
"Class 8","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.8471346497535706"
"Class 9","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.515264093875885"
"Class 10","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.9578379392623901"
"Class 11","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.394008070230484"
"Class 12","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.09297645092010498"
"Class 13","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.9089012742042542"
"Class 14","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.3973782956600189"
"Class 15","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.5151870846748352"
"Class 16","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0"
"Class 17","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.13281579315662384"
"Class 18","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.23576512932777405"
"Class 19","0","unet_original_def_sufl_1","unet_original_def_sufl_1","0.7652658820152283"
